"tmdbId","guideBoxId","title","year","genre","director","actors","poster","trailer","rec1","rec2","rec3","created_at"
565,30439,"Ring",1999,"Horror","Dong-bin Kim","Eun-Kyung Shin, Seung-hyeon Lee, Jin-yeong Jeong, Chang-wan Kim","http://image.tmdb.org/t/p/w185/zHJFdhqEXZJxG653oZvOM3PmNON.jpg","https://www.youtube.com/watch?v=ymPUAsPsTwg","The Ring Two, 10320, http://image.tmdb.org/t/p/w500/mYZdcd5XeZkye72oQejkLuAGI7q.jpg","The Grudge, 1970, http://image.tmdb.org/t/p/w500/y05X9RL0FIcEwoVSTppCPcQwhvf.jpg","Final Destination, 9532, http://image.tmdb.org/t/p/w500/nW6JfCIWqUpIESlras0nrVy4pCl.jpg","2017-05-08 18:34:38"
330459,139472,"Rogue One",2016,"Action, Adventure, Sci-Fi","Gareth Edwards","Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","http://image.tmdb.org/t/p/w185/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg","https://www.youtube.com/watch?v=Wji-BZ0oCwg","Doctor Strange, 284052, http://image.tmdb.org/t/p/w500/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg","Star Trek Beyond, 188927, http://image.tmdb.org/t/p/w500/mLrQMqyZgLeP8FrT5LCobKAiqmK.jpg","Star Wars: The Force Awakens, 140607, http://image.tmdb.org/t/p/w500/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg","2017-05-08 18:35:04"
335797,143442,"Sing",2016,"Animation, Comedy, Family","Christophe Lourdelet, Garth Jennings","Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson","http://image.tmdb.org/t/p/w185/eSVtBB2PVFbQiFWC7CQi3EjIZnn.jpg","https://www.youtube.com/watch?v=Zvjmt4pwtdg","Moana, 277834, http://image.tmdb.org/t/p/w500/z4x0Bp48ar3Mda8KiPD1vwSY3D8.jpg","Trolls, 136799, http://image.tmdb.org/t/p/w500/zKu5MNy9QW1a5ZHgv7iAp3kRZpE.jpg","Storks, 332210, http://image.tmdb.org/t/p/w500/5qVD5TD1CiALR5vUsMzh2BschVU.jpg","2017-05-08 18:03:28"
129,13996,"Spirited Away",2001,"Animation, Adventure, Family","Hayao Miyazaki","Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naitô","http://image.tmdb.org/t/p/w185/ynXoOxmDHNQ4UAy0oU6avW71HVW.jpg","https://www.youtube.com/watch?v=0lzccY1-PNs","Howl's Moving Castle, 4935, http://image.tmdb.org/t/p/w500/iMarB2ior30OAXjPa7QIdeyUfM1.jpg","Princess Mononoke, 128, http://image.tmdb.org/t/p/w500/gzlJkVfWV5VEG5xK25cvFGJgkDz.jpg","My Neighbor Totoro, 8392, http://image.tmdb.org/t/p/w500/2i0OOjvi7CqNQA6ZtYJtL65P9oZ.jpg","2017-05-08 18:29:15"
381288,150431,"Split",2016,"Horror, Thriller","M. Night Shyamalan","James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson","http://image.tmdb.org/t/p/w185/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg","https://www.youtube.com/watch?v=6bfooooTKyM","Passengers, 274870, http://image.tmdb.org/t/p/w500/5gJkVIVU7FDp7AfRAbPSvvdbre2.jpg","Nocturnal Animals, 340666, http://image.tmdb.org/t/p/w500/9Moizj8qxcZK6DqEE1MTO3pQAEw.jpg","Don't Breathe, 300669, http://image.tmdb.org/t/p/w500/lw0IqOSMsQcy1QnVIEIDppLmNwk.jpg","2017-05-08 18:33:58"
11,55413,"Star Wars: Episode IV - A New Hope",1977,"Action, Adventure, Fantasy","George Lucas","Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing","http://image.tmdb.org/t/p/w185/tvSlBzAdRE29bZe5yYWrJ2ds137.jpg","https://www.youtube.com/watch?v=vZ734NWnAHA","The Empire Strikes Back, 1891, http://image.tmdb.org/t/p/w500/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg","Return of the Jedi, 1892, http://image.tmdb.org/t/p/w500/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg","Star Wars: Episode I - The Phantom Menace, 1893, http://image.tmdb.org/t/p/w500/n8V09dDc02KsSN6Q4hC2BX6hN8X.jpg","2017-05-08 18:29:31"
297761,137176,"Suicide Squad",2016,"Action, Adventure, Fantasy","David Ayer","Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie","http://image.tmdb.org/t/p/w185/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg","https://www.youtube.com/watch?v=PLLQK9la6Go","X-Men: Apocalypse, 246655, http://image.tmdb.org/t/p/w500/zSouWWrySXshPCT4t3UKCQGayyo.jpg","Doctor Strange, 284052, http://image.tmdb.org/t/p/w500/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg","Captain America: Civil War, 271110, http://image.tmdb.org/t/p/w500/kSBXou5Ac7vEqKd97wotJumyJvU.jpg","2017-05-08 18:35:14"
599,11250,"Sunset Boulevard",1950,"Drama, Film-Noir","Billy Wilder","William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson","http://image.tmdb.org/t/p/w185/oFwzvRgfxJc0FUr2mwYTi10dk3G.jpg","https://www.youtube.com/watch?v=klM1GSJsblQ","Double Indemnity, 996, http://image.tmdb.org/t/p/w500/q6Zs4YMbIBuEfCHCtufwPOkyIVz.jpg","Witness for the Prosecution, 37257, http://image.tmdb.org/t/p/w500/heY0CCUqN4DY3X30thssZkvWZwx.jpg","The Apartment, 284, http://image.tmdb.org/t/p/w500/8nrQKQjD6z0SJouKHQapXzmjFc6.jpg","2017-05-08 18:31:23"
525,67453,"The Blues Brothers",1980,"Action, Comedy, Crime","John Landis","John Belushi, Dan Aykroyd, James Brown, Cab Calloway","http://image.tmdb.org/t/p/w185/6hesUNBkpVRqBTBw2HlTg0h8b56.jpg","https://www.youtube.com/watch?v=2HCR4c1zPyk","Animal House, 8469, http://image.tmdb.org/t/p/w500/AuJkgAh7zAGsm7Oo3CGyDtYvzg0.jpg","Young Frankenstein, 3034, http://image.tmdb.org/t/p/w500/a3Bj2ht6liBFafNM46hqk9WEhcY.jpg","Blazing Saddles, 11072, http://image.tmdb.org/t/p/w500/yccgwPNVaqtgS1d0U5jjM6Mnza8.jpg","2017-05-08 18:36:17"
295693,150965,"The Boss Baby",2017,"Animation, Comedy, Family","Hendel Butoy, Tom McGrath","Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow","http://image.tmdb.org/t/p/w185/unPB1iyEeTBcKiLg8W083rlViFH.jpg","https://www.youtube.com/watch?v=Ud8j5GaqH3c","Sing, 335797, http://image.tmdb.org/t/p/w500/eSVtBB2PVFbQiFWC7CQi3EjIZnn.jpg","Smurfs: The Lost Village, 137116, http://image.tmdb.org/t/p/w500/swt9crREg1UcKgg3wGWfoFNlXOz.jpg","Beauty and the Beast, 321612, http://image.tmdb.org/t/p/w500/tWqifoYuwLETmmasnGHO7xBjEtt.jpg","2017-05-08 18:03:44"
339988,13862,"The Circle",2000,"Drama","Jafar Panahi","Nargess Mamizadeh, Maryiam Palvin Almani, Mojgan Faramarzi, Elham Saboktakin","http://image.tmdb.org/t/p/w185/bQVqd5rWrx5GbXhJNuvKy4Viz6j.jpg","https://www.youtube.com/watch?v=QUlr8Am4zQ0","Going in Style, 353070, http://image.tmdb.org/t/p/w500/4nfWsdsJfO5srRZgxiWC9xHub0W.jpg","Guardians of the Galaxy Vol. 2, 283995, http://image.tmdb.org/t/p/w500/gaHepzSTMkGwsSKAqiBgroSCf07.jpg","The Founder, 310307, http://image.tmdb.org/t/p/w500/fxvlzT7yyKiZneTDPwk85BSw1JF.jpg","2017-05-08 18:26:35"
337339,148679,"The Fate of the Furious",2017,"Action, Adventure, Crime","F. Gary Gray","Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez","http://image.tmdb.org/t/p/w185/iNpz2DgTsTMPaDRZq2tnbqjL2vF.jpg","https://www.youtube.com/watch?v=-9FU7Ia-BKg","Guardians of the Galaxy Vol. 2, 283995, http://image.tmdb.org/t/p/w500/gaHepzSTMkGwsSKAqiBgroSCf07.jpg","Kong: Skull Island, 293167, http://image.tmdb.org/t/p/w500/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg","Ghost in the Shell, 315837, http://image.tmdb.org/t/p/w500/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg","2017-05-08 18:03:04"
238,37865,"The Godfather",1972,"Crime, Drama","Francis Ford Coppola","Marlon Brando, Al Pacino, James Caan, Richard S. Castellano","http://image.tmdb.org/t/p/w185/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg","https://www.youtube.com/watch?v=5DO-nDW43Ik","The Godfather: Part II, 240, http://image.tmdb.org/t/p/w500/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg","The Godfather: Part III, 242, http://image.tmdb.org/t/p/w500/1hdm3Axw9LjITbApvAXBbqO58zE.jpg","GoodFellas, 769, http://image.tmdb.org/t/p/w500/hAPeXBdGDGmXRPj4OZZ0poH65Iu.jpg","2017-05-08 18:11:58"
429,24276,"The Good, the Bad and the Ugly",1966,"Western","Sergio Leone","Eli Wallach, Clint Eastwood, Lee Van Cleef, Aldo Giuffrè","http://image.tmdb.org/t/p/w185/wfPHdfofBD5PN96dV96a51B3Ja2.jpg","https://www.youtube.com/watch?v=WCN5JJY_wiA","For a Few Dollars More, 938, http://image.tmdb.org/t/p/w500/o4y1dlqXFETChi1QW2TspfrCJ8e.jpg","A Fistful of Dollars, 391, http://image.tmdb.org/t/p/w500/sFLgxvtK9vxbNq502peVJ847Owp.jpg","Once Upon a Time in the West, 335, http://image.tmdb.org/t/p/w500/giwzmbbRZDva184wBOHDXlrmBa3.jpg","2017-05-08 18:40:25"
273248,133768,"The Hateful Eight",2015,"Crime, Drama, Mystery","Quentin Tarantino","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins","http://image.tmdb.org/t/p/w185/fqe8JxDNO8B8QfOGTdjh6sPCdSC.jpg","https://www.youtube.com/watch?v=6_UI1GzaWv0","Sicario, 273481, http://image.tmdb.org/t/p/w500/p2SdfGmQRaw8xhFbexlHL7srMM8.jpg","The Revenant, 281957, http://image.tmdb.org/t/p/w500/oXUWEc5i3wYyFnL1Ycu8ppxxPvs.jpg","The Big Short, 318846, http://image.tmdb.org/t/p/w500/p11Ftd4VposrAzthkhF53ifYZRl.jpg","2017-05-08 18:38:30"
8587,51100,"The Lion King",1994,"Animation, Adventure, Drama","Roger Allers, Rob Minkoff","Rowan Atkinson, Matthew Broderick, Niketa Calame, Jim Cummings","http://image.tmdb.org/t/p/w185/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg","https://www.youtube.com/watch?v=4sj1MT05lAA","Aladdin, 812, http://image.tmdb.org/t/p/w500/qsHpmqekgeQKMKL8PWnFsrXTXGs.jpg","Finding Nemo, 12, http://image.tmdb.org/t/p/w500/zjqInUwldOBa0q07fOyohYCWxWX.jpg","Toy Story, 862, http://image.tmdb.org/t/p/w500/rhIRbceoE9lR4veEXuwCC2wARtG.jpg","2017-05-08 18:35:50"
333484,140963,"The Magnificent Seven",2016,"Action, Adventure, Western","Antoine Fuqua","Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio","http://image.tmdb.org/t/p/w185/cparcxTFuHdlSOP3MJOpN7Ec9NB.jpg","https://www.youtube.com/watch?v=q-RBA0xoaWU","The Accountant, 302946, http://image.tmdb.org/t/p/w500/afhAUuWVB7k7PjJUd4lwO3rzhSq.jpg","War Dogs, 308266, http://image.tmdb.org/t/p/w500/hmNzppVQq9Qj8Ai8bLIseB5gY51.jpg","Deepwater Horizon, 296524, http://image.tmdb.org/t/p/w500/7D6hM7IR0TbQmNvSZVtEiPM3H5h.jpg","2017-05-08 18:40:57"
963,73753,"The Maltese Falcon",1941,"Crime, Film-Noir, Mystery","John Huston","Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre","http://image.tmdb.org/t/p/w185/95OOYSeegOX4XW8nAeFJSIdxfM4.jpg","https://www.youtube.com/watch?v=ognCw56CjFw","The Treasure of the Sierra Madre, 3090, http://image.tmdb.org/t/p/w500/e3lYTRwiDVPQv07xKldwlLAXikN.jpg","The Big Sleep, 910, http://image.tmdb.org/t/p/w500/ttUJSTKBdu1dR8d24FaoS4S1GFJ.jpg","Double Indemnity, 996, http://image.tmdb.org/t/p/w500/q6Zs4YMbIBuEfCHCtufwPOkyIVz.jpg","2017-05-08 18:32:07"
281957,134046,"The Revenant",2015,"Adventure, Drama, Thriller","Alejandro González Iñárritu","Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter","http://image.tmdb.org/t/p/w185/oXUWEc5i3wYyFnL1Ycu8ppxxPvs.jpg","https://www.youtube.com/watch?v=QRfj1VCg16Y","The Hateful Eight, 273248, http://image.tmdb.org/t/p/w500/fqe8JxDNO8B8QfOGTdjh6sPCdSC.jpg","The Big Short, 318846, http://image.tmdb.org/t/p/w500/p11Ftd4VposrAzthkhF53ifYZRl.jpg","Spotlight, 314365, http://image.tmdb.org/t/p/w500/ngKxbvsn9Si5TYVJfi1EGAGwThU.jpg","2017-05-08 18:39:01"
328111,135934,"The Secret Life of Pets",2016,"Animation, Adventure, Comedy","Chris Renaud, Yarrow Cheney","Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate","http://image.tmdb.org/t/p/w185/WLQN5aiQG8wc9SeKwixW7pAR8K.jpg","https://www.youtube.com/watch?v=i-80SGWfEjM","Finding Dory, 127380, http://image.tmdb.org/t/p/w500/z09QAf8WbZncbitewNk6lKYMZsh.jpg","Zootopia, 269149, http://image.tmdb.org/t/p/w500/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg","The Angry Birds Movie, 153518, http://image.tmdb.org/t/p/w500/s7jqPeMZRufhisx6o5jN74OH4SC.jpg","2017-05-08 18:04:21"
274,76254,"The Silence of the Lambs",1991,"Crime, Drama, Thriller","Jonathan Demme","Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz","http://image.tmdb.org/t/p/w185/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg","https://www.youtube.com/watch?v=p8yWf-N5Jdw","Hannibal, 9740, http://image.tmdb.org/t/p/w500/v5wAZwRqpGWmyAaaJ8BBHYuNXnj.jpg","The Sixth Sense, 745, http://image.tmdb.org/t/p/w500/imps263dHNe3SuoaAJORZyNTdDT.jpg","Red Dragon, 9533, http://image.tmdb.org/t/p/w500/sULs7GLEM2tqNBwE5ac5d6FRlBR.jpg","2017-05-08 18:25:40"
41513,72492,"The Smurfs",2011,"Animation, Adventure, Comedy","Raja Gosnell","Hank Azaria, Neil Patrick Harris, Jayma Mays, Sofía Vergara","http://image.tmdb.org/t/p/w185/8W9L7ByduypXKD7AticK7GvGqTE.jpg","https://www.youtube.com/watch?v=yhBpgqXwrt8","The Smurfs 2, 77931, http://image.tmdb.org/t/p/w500/mF2FXzZ3EktWoagU4fzoabNsK6J.jpg","Alvin and the Chipmunks, 6477, http://image.tmdb.org/t/p/w500/sAt2yb4dgrpkHjbB9dQaKD9Caor.jpg","Madagascar: Escape 2 Africa, 10527, http://image.tmdb.org/t/p/w500/9mohxwknsHcwFBSAAhoQXwFV5zn.jpg","2017-05-08 18:13:12"
1092,66981,"The Third Man",1949,"Film-Noir, Mystery, Thriller","Carol Reed","Joseph Cotten, Alida Valli, Orson Welles, Trevor Howard","http://image.tmdb.org/t/p/w185/xsVmiQG7s2T0UIctSpDvpNv9CX5.jpg","https://www.youtube.com/watch?v=F-QWLAndD1E","The Treasure of the Sierra Madre, 3090, http://image.tmdb.org/t/p/w500/e3lYTRwiDVPQv07xKldwlLAXikN.jpg","The Maltese Falcon, 963, http://image.tmdb.org/t/p/w500/95OOYSeegOX4XW8nAeFJSIdxfM4.jpg","On the Waterfront, 654, http://image.tmdb.org/t/p/w500/2AKM5RxGoerG5v1x4TWu36MDxqT.jpg","2017-05-08 18:31:38"
11969,72008,"Tombstone",1993,"Action, Biography, Drama","George P. Cosmatos, Kevin Jarre","Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton","http://image.tmdb.org/t/p/w185/xYVtxxQjY0ZT80mMu9kyz4A9QR6.jpg","https://www.youtube.com/watch?v=XTWYKf5hXIg","Young Guns, 11967, http://image.tmdb.org/t/p/w500/wkGbwWHIM23BkmMBm7GQHaCZan8.jpg","Maverick, 9359, http://image.tmdb.org/t/p/w500/vBQjwzheZGwNpLQSdp671X0Nu6O.jpg","Wyatt Earp, 12160, http://image.tmdb.org/t/p/w500/zSGDgcWHqmQxmX4mLJZgT5UgLjj.jpg","2017-05-08 18:38:44"
136799,139664,"Trolls",2016,"Animation, Adventure, Comedy","Walt Dohrn, Mike Mitchell","Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse","http://image.tmdb.org/t/p/w185/zKu5MNy9QW1a5ZHgv7iAp3kRZpE.jpg","https://www.youtube.com/watch?v=tDnRVKPjj8k","Storks, 332210, http://image.tmdb.org/t/p/w500/5qVD5TD1CiALR5vUsMzh2BschVU.jpg","Sing, 335797, http://image.tmdb.org/t/p/w500/eSVtBB2PVFbQiFWC7CQi3EjIZnn.jpg","Pete's Dragon, 294272, http://image.tmdb.org/t/p/w500/3Okhhyunc9QJUHtnglK6p1Rw3W3.jpg","2017-05-08 18:04:10"
3034,63526,"Young Frankenstein",1974,"Comedy","Mel Brooks","Gene Wilder, Peter Boyle, Marty Feldman, Madeline Kahn","http://image.tmdb.org/t/p/w185/a3Bj2ht6liBFafNM46hqk9WEhcY.jpg","https://www.youtube.com/watch?v=7csc1O21jDU","Blazing Saddles, 11072, http://image.tmdb.org/t/p/w500/yccgwPNVaqtgS1d0U5jjM6Mnza8.jpg","The Producers, 30197, http://image.tmdb.org/t/p/w500/iqKheDdYS3XFvd6cpr6QR9rxdlk.jpg","Animal House, 8469, http://image.tmdb.org/t/p/w500/AuJkgAh7zAGsm7Oo3CGyDtYvzg0.jpg","2017-05-08 18:13:37"
372058,147477,"Your Name.",2016,"Animation, Drama, Fantasy","Makoto Shinkai","Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yuki","http://image.tmdb.org/t/p/w185/xq1Ugd62d23K2knRUx6xxuALTZB.jpg","https://www.youtube.com/watch?v=RBBrZ3d2sJE","The Boy and the Beast, 315465, http://image.tmdb.org/t/p/w500/v3Dz6KuSC4srTqgDwbEPkjdcOGw.jpg","5 Centimeters Per Second, 38142, http://image.tmdb.org/t/p/w500/wX7RbjclqHoSWd4NGouDisBHq1o.jpg","The Garden of Words, 198375, http://image.tmdb.org/t/p/w500/oZSfJH1IwOPla2ZGVli6YIBxYxz.jpg","2017-05-08 18:21:21"
269149,134704,"Zootopia",2016,"Animation, Adventure, Comedy","Byron Howard, Rich Moore, Jared Bush","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate","http://image.tmdb.org/t/p/w185/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg","https://www.youtube.com/watch?v=jWM0ct-OLsM","Inside Out, 150540, http://image.tmdb.org/t/p/w500/aAmfIX3TT40zUHGcCKrlOZRKC7u.jpg","The Jungle Book, 278927, http://image.tmdb.org/t/p/w500/vOipe2myi26UDwP978hsYOrnUWC.jpg","Kung Fu Panda 3, 140300, http://image.tmdb.org/t/p/w500/MZFPacfKzgisnPoJIPEFZUXBBT.jpg","2017-05-08 18:21:42"
